,name,lat,lng
175,Al-Hawamidyah,29.892850999749434,31.2672452
176,Al-Mahmudiya,31.185485999649224,30.5245424
177,Al-Manshah,26.476139700114743,31.803105000000002
178,Al-Manzala,31.15940089965084,31.9364533
179,Al-Minya Al-Gedida,28.090785999936116,30.812646100000002
180,Al-Salheya Al-Gedida,30.631746999687394,31.939254499999997
181,Al-Santa,30.728981799680128,31.1191356
182,Al-Wasitah,29.337777999802785,31.205556
183,Ashmoun,30.29558199971418,30.976080000000003
184,Atmeeda,30.765388599677475,31.341776500000005
185,Atsa,29.240509799812614,30.8002018
186,Badr Al Din,24.099631418991603,32.91266106896404
187,Badr City,30.142805999727177,31.742824
188,Balat,25.561504800207306,29.262811000000003
189,Baltim Resort,31.59647859962626,31.1104399
190,Balyana,26.233297400140298,32.0019946
191,Bani Hasan El-Shorouk,27.900034699957406,30.852238000000003
192,Bani Mazar City,28.49910763602738,30.796570770941035
193,Baris,24.673692000284756,30.605118
194,Bawiti,28.351819999907207,28.86299199999999
195,Beba,28.93449341928477,30.974207395086246
196,Belqas City,31.215178075716025,31.358524788880775
197,Beni Mazar,28.496239599891375,30.802898000000003
198,Biala,31.17276349965001,31.2209802
199,Biba,28.9214177998457,30.985374000000004
200,Bilbeis,30.418757999704074,31.564629999999998
201,Bir Qatia,30.954287899664198,32.7457497
202,Bir al Abd,31.018137999659924,33.0116944
203,Birma,30.845468199671732,30.907105499999997
204,Dairut,27.558610999995654,30.807777999999995
205,Dar Al Salam City,26.286908633377,32.07850401356871
206,Daraw,24.407994000304928,32.924674
207,Daraw City,24.40222279647316,32.92154309880672
208,Derb Negm City,30.75449631809144,31.447843936307326
209,Dikirnis,31.087571399655392,31.594959299999996
210,Dir Mawas City,27.649564164996896,30.84462780947879
211,Dirot City,27.558675126503122,30.812484749711544
212,Dishna,26.119088000152107,32.463076
213,El Arag,28.918657184715908,26.414003238781262
214,El Gouna,27.398926600013528,33.6741556
215,El Quseyya,27.43902180000905,30.816164099999998
216,El Senbellawein City,30.881471099669216,31.4624047
217,El-Usayrat,26.39612270012322,31.8215201
218,Elmagd,31.098276399654704,30.672818200000002
219,Esna,25.293668900232156,32.5531993
220,Ezbet al Tabbin,29.783332999759555,31.3
221,Fakous City,30.723741883128437,31.79621314540927
222,Faris,24.614448500289384,32.9038355
223,Farshut,26.054234500158735,32.1649013
224,Fashn,28.823256599856098,30.899543300000005
225,Fayed,30.32848059971145,32.3007771
226,Fidimin,29.381145599798444,30.7784327
227,Fifth,27.185431769114818,31.167215245396385
228,First Al Hamra',27.17225877646954,31.200260580883228
229,First District,27.7384138400058,30.853981295524143
230,Forth,27.176235993296284,31.179569092614617
231,Forth District,27.72341334680098,30.836698913702676
232,Fuwah,31.204678799648047,30.552170800000003
233,Gamsha,27.380459291163564,33.659951401969074
234,Garawan,30.432204699702986,31.011843399999993
235,Gerga City,26.337942010837075,31.884303968940646
236,Girga,26.33887040012927,31.889390699999996
237,Halayeb,22.165407500406243,36.6742556
238,Hawsh Isa,30.91277799966704,30.290555999999995
239,Helwan,29.850000099753366,31.333332999999996
240,Hihya City,30.669088661739014,31.58986056122891
241,Idfu,24.980278000259663,32.8747219
242,Idfu City,24.990121524952745,32.87577010349874
243,Idku,31.30574729964201,30.298596499999995
244,Ihnasya al Madinah,29.08731599982835,30.944062000000002
245,Industrial Area,27.224906727045653,33.757377814718495
246,Itay el-Barud,30.88698769966882,30.664663600000004
247,Jouhayna City,26.675026347588776,31.492344188337324
248,Kafr Al Zayat City,30.825511104348557,30.8219987246404
249,Kafr Al-Gazar,30.474165199699637,31.1710364
250,Kafr Al-Zaiyat,30.820556099673503,30.815832999999998
251,Kafr Sakr City,30.791385556671695,31.62626485155168
252,Kafr Saqr,30.796388299675225,31.626113600000004
253,Kafr al Dawar,31.13283039965251,30.1335334
254,Kalabsha City,24.629689215661454,32.940661689733076
255,Kima,24.065657708766825,32.92833082096603
256,Koum Hamada City,30.757740915606437,30.696645725046448
257,Koum Ombo City,24.467024289009473,32.94013181313328
258,Luxor City,25.688227194390898,32.64941884863216
259,Maghagha City,28.65771942009452,30.84940783039104
260,Maghagheh,28.646183099875085,30.8408123
261,Mallawi,27.731943999976227,30.841110899999997
262,Mandisha,28.351298999907268,28.933352
263,Manfalot City,27.310037958023806,30.967145809196783
264,Manuf,30.466523799700244,30.9339539
265,Maragha,26.699378500090756,31.6039119
266,Markaz Deir Mawas,27.641799799986334,30.8517509
267,Mashtul Al-Suq,30.36093919970877,31.380053400000005
268,Matay City,28.42326449288816,30.77805041152648
269,Matir Faris,29.363571699800204,30.904180800000002
270,Mekky Hasoun,24.085923257316917,32.91413238402377
271,Minya Al Qamh City,30.519293402006845,31.344620059674497
272,Minya Al-Qamh,30.511926599696643,31.346537899999994
273,Mit Ghamr,30.716900099681023,31.2577644
274,Mit Ghamr City,30.714740004226595,31.270263613709485
275,Mut,25.489468200214105,28.986588900000005
276,Mutubis,31.293310799642732,30.523267799999992
277,Nabaroh City,31.099160878060836,31.303845937871912
278,Nagaa Al Mahata,24.057453600135695,32.883674264719055
279,Negm Al Din,24.08834197320198,32.901202514367796
280,New Beni Suef,29.032060299834086,31.106765599999992
281,New Karnak,25.7283105117522,32.6682389835164
282,Nuweiba al Muzeinah,28.967499999840836,34.649722
283,Othman Ahmed Ibrahim,24.091676450284503,32.89722145496597
284,Port Fuad,31.246622999645503,32.320071
285,Port Ghalib,25.531711000210123,34.633762
286,Qaha,30.28063199971543,31.206051000000002
287,Qalyub,30.17887499972406,31.206436000000004
288,Qaret Um El Saghir,29.621599999774887,26.497457799999996
289,Qift,25.99870300016438,32.81601299999999
290,Qus,25.91566600017273,32.762969
291,Qus city,25.9140164887154,32.75897134982213
292,Quwaysina,30.545664399694004,31.134298199999996
293,Ras al Barr,31.51323919963051,31.833730900000003
294,Rosetta,31.40444399963638,30.416388999999995
295,Sadfa City,26.965926799593102,31.380239676549564
296,Safur,30.79217419967553,31.3958984
297,Sahel Selim,27.062899600050926,31.342449499999994
298,Sahel Tahta,26.771331739705452,31.510775724396503
299,Saleh Gahin,24.106692772060605,32.900742418746646
300,Samadon,30.337775199710673,30.957236699999992
301,Samalut,28.31095689991172,30.7103816
302,Sanhur,29.410010699795567,30.761438200000004
303,Second,27.165935065048078,31.182088244144868
304,Second Al Hamra',27.17987820835499,31.194162633036072
305,Second District,27.734927195875787,30.83505724139114
306,Sers Al-Layyan,30.443916799702045,30.970726399999993
307,Seventh,27.188313073866997,31.186710018594866
308,Shebin el Qanater,30.312534799712772,31.317601000000003
309,Sheikh Shadli,24.200000000319637,34.633333
310,Sheikh Zuwayid,31.216050199647345,34.1111023
311,Sherif Soliman,24.093712150428065,32.900765346044295
312,Sinnuris,29.413660399795212,30.8680479
313,Sixth,27.17463799454285,31.188798013996855
314,Smalout City,28.3125122856305,30.712767013486975
315,Taba,29.492820999787394,34.892365999999996
316,Tahta,26.767602500083342,31.495593599999992
317,Tahta City,26.762824561116243,31.483115735607022
318,Tala,30.680019999683747,30.943392999999997
319,Talkha,31.052225099657676,31.373160799999997
320,Tama City,26.892272186211123,31.43749084659227
321,Taqouk Mountain,24.077906537040747,32.88376798048809
322,Third,27.172913275933972,31.179098522357855
323,Third District,27.723678386313555,30.855735923832547
324,Tima,26.905611000068255,31.435855
325,Tukh,30.35405079970934,31.200979000000004
326,Tutun,29.14935739982194,30.778175400000002
327,Uyun Musa,29.8888688997498,32.6369003
328,Wadi El Natrun,30.37820159970736,30.3552079
329,Zifta,30.71528719968114,31.247099900000002
330,الغنايم,26.87363780007177,31.3270632
331,10th District,29.96458379974293,30.9207037
332,11,30.293418799714367,31.721532899999993
333,11th District,29.957869099743526,30.9110371
334,12,30.29030609971462,31.715353099999994
335,12th District,29.95315249974395,30.902821000000003
336,13,30.287786199714837,31.7112332
337,15,30.279674499715515,31.726447399999998
338,16,30.286452099714953,31.722391200000004
339,17,30.289416699714696,31.7271977
340,18,30.287637999714853,31.759985
341,19,30.285710999715015,31.755350200000002
342,1st District,29.970998899742344,30.9539846
343,20,30.29267769971442,31.7601567
344,25th,30.299495699713862,31.7507153
345,2nd District,29.964459299742934,30.942933900000003
346,31,30.300088499713805,31.77612119999999
347,3rd District,29.958632699743465,30.935361800000003
348,41,30.305085899713397,31.737313300000004
349,4th District,29.953892399743882,30.9272548
350,53th,30.320094999712143,31.756551799999993
351,55th,30.31177059971284,31.756618300000003
352,56th,30.316024599712485,31.747550300000004
353,58th,30.311875199712823,31.746434499999996
354,5th district,29.949314599744312,30.9173019
355,63,30.30986999971299,31.773546299999996
356,66,30.315056699712567,31.763933200000004
357,67,30.32572579971168,31.728055999999995
358,68,30.327651999711517,31.721017899999993
359,6th district,29.943538299744827,30.9091724
360,70,30.321873199711995,31.7203312
361,71,30.316686799712432,31.721017899999993
362,73,30.32172499971201,31.7302876
363,7th District,29.983173499741252,30.942599199999997
364,8th,30.297420699714035,31.7400723
365,8th District,29.975126199741972,30.9352695
366,9th,30.278502799715614,31.744559599999995
367,9th District,29.970215199742412,30.928182099999994
368,Abbasseya,30.071208199733427,31.2763653
369,Abdin,30.044987999735753,31.248862699999997
370,Ain El Sira,30.0139076997385,31.245078699999997
371,Ain Shams,30.130476099728245,31.3167491
372,Al Dokki Street,30.03889549973628,31.212556299999992
373,Al Fardous City,29.948317299744392,31.050988299999997
374,Al Manyal,30.02099469973787,31.2255698
375,Al Qabbari,31.175096999649863,29.878724599999998
376,Al-Ashgar Suburb,29.95420489974386,31.0678606
377,Al-Azbakeya,30.053889099734953,31.2454725
378,Al-Maasara,29.90912809974795,31.2912838
379,Al-Mosky,30.050352799735272,31.253695
380,Al-Sabtiyya,30.06489779973399,31.2298942
381,Al-Sayyida Zeinab,30.02732409973731,31.240411699999992
382,Al-Zaher,30.06397349973406,31.2594293
383,Al-Zaitoun,30.099836499730912,31.308219399999995
384,Amiriya,30.100000099730888,31.283333
385,Arezzo,30.96662746515191,28.755024063908703
386,Assalah,28.50503009989042,34.5141469
387,B1,30.27815079971564,31.7330342
388,B3,30.297568899714015,31.7033368
389,Bab Al-Shaaria,30.058495099734554,31.255282900000005
390,Bab al Luq,30.045831499735666,31.239585999999996
391,Bab al Shariyah,30.049999999735302,31.250000000000004
392,Bahteem,30.138964199727507,31.2655197
393,Bani Amir,30.592540399690375,31.567376500000005
394,Been Al-Sarayat,30.032149899736886,31.201867899999996
395,Bitcho City,29.979387078294028,31.329992522949947
396,Blanca,30.98003246206104,28.74755231531065
397,Boulak,30.05918549973448,31.2341778
398,Bulaq Al-Dakrour,30.03387989973673,31.1910129
399,C2,30.303497299713523,31.7502003
400,Catania,30.96683907689175,28.749240789642606
401,Crystal Plaza,29.98146816140762,31.332049824909543
402,Diarb Negm,30.751407699678488,31.4585432
403,Domina Coral Bay,27.927762499954305,34.3653856
404,Ebni Betak 3,29.94526949974467,31.070337100000003
405,Ebni Betak 4,29.915472499747377,31.040029600000004
406,Ebni Betak 5,29.92701289974633,31.021236699999992
407,Ebni Betak 7,29.93422959974567,30.9955923
408,Egyptain Media Production City (EMPC),29.96199311736736,31.016250072924965
409,El Agouza,30.05494349973486,31.212728099999996
410,El Fersan,27.19930370003579,33.8374232
411,El Maamoura El Shati,31.28811869964304,30.0327724
412,El Mohandesin,30.049999999735302,31.2
413,El Sakakini,30.06349249973411,31.267710699999995
414,El-Darb El-Ahmar,30.042173099735997,31.2620473
415,El-Demerdash,30.08017749973264,31.28055249999999
416,El-Gamaliyya,30.051808899735143,31.2648529
417,El-Ghuriyya,30.045285199735712,31.2601925
418,El-Khaleefa,30.011318299738736,31.264725500000004
419,El-Sharrabeya,30.079172999732723,31.2639339
420,El-Waily,30.066817699733814,31.276078899999995
421,Faqous,30.72972199968008,31.797222
422,Garden Bay,27.918926999955293,34.354954
423,Gardina Park valley,29.97667639974183,30.991892200000002
424,Greenland,29.983090599741253,30.999202899999993
425,Hadaba,27.851757699962814,34.3046262
426,Hadayek helwan,29.896826099749077,31.3009298
427,Hadayeq Al-Zaitoun,30.1137864997297,31.3334645
428,Heliopolis,30.100642599730847,31.332511299999997
429,Hihya,30.670254599684476,31.58895619999999
430,Hurghada Marina,27.226114800032818,33.8425408
431,Ibna Al-Giza,29.908708299748,30.940447000000002
432,Imbaba,30.088511999731903,31.215926999999994
433,Islamic Cairo,30.048747199735413,31.263775400000004
434,Isola,30.973018552417578,28.744821081429734
435,Izbat Nadi al Sayd,31.17919649964961,29.936548199999997
436,Kit Kat,30.07290869973328,31.2138138
437,Kom al Akhdar,29.98333299974124,31.149999999999995
438,Long Beach,27.082112800048797,33.85659929999999
439,Maadi Heights,29.981045555954243,31.333899131997047
440,Madara,31.349624299639476,27.233236399999996
441,Mahlet Marhoum,30.799386299675017,30.9601054
442,Makadi Bay,26.979300200060152,33.9077007
443,Makadi Beach,26.969126600061276,33.9173674
444,Manshiet Naser,30.036331899736513,31.2763286
445,Markaz Faqus,30.749999999678593,31.916667
446,Markaz Shubra Khit,31.03333299965892,30.666667000000004
447,Markaz Tala,30.69999999968227,30.916667
448,Markaz Tukh,30.33333299971104,31.166667000000004
449,Masbat,28.49748449989124,34.5160736
450,Mashraba,28.49166459989188,34.5146204
451,Masr Al-Qadima,30.007200799739095,31.229365999999995
452,Media Production City,29.96549869974284,31.0140506
453,Medina,28.48496889989261,34.4961162
454,Meet Okba,30.063201199734138,31.197450500000002
455,Meet Oqba,30.06033599973439,31.193999900000005
456,Minya al Qamh,30.499999999697586,31.333332999999996
457,Moqattam,30.016346599738284,31.2804433
458,Mostorod,30.1308830997282,31.294871899999997
459,Naama Bay,27.913257099955928,34.32666029999999
460,Nabq Bay,28.042465799941507,34.43367179999999
461,Nasr City,30.052117699735113,31.342204499999994
462,Nazlet al Batran,29.967373799742678,31.1496685
463,New Hurghada,27.288776000025827,33.76161319999999
464,New Taba City,25.7329051001908,32.7658152
465,New Town,27.163365300039775,33.82320039999999
466,Old Sharm,27.861275299961743,34.2985104
467,Old Town,27.249518600030203,33.81878009999999
468,Rayhana Compound,29.971355599742314,30.9998682
469,Rod El-Farag,30.073229899733253,31.2363328
470,Safi,30.969627347611933,28.76205548757208
471,Sahl Hasheesh,27.048444800052515,33.886843899999995
472,Shark's Bay,27.951152599951698,34.38116469999999
473,Shawabak Bastah,30.576875799691592,31.5385374
474,Soma Bay,26.835370700075952,33.9420625
475,Tabarak City,29.98037063944034,31.336124192336865
476,Tahirah,30.575693499691678,31.5579351
477,Touristic Villages,27.177439700038224,33.823642
478,Tower,27.884594199959135,34.3247131
479,Uptown Cairo,30.023645573839136,31.30594652818735
480,Valencia,30.98236702610735,28.74601309799996
481,Vectoria,30.979547694736826,28.752105103726038
482,Veneto,30.97552272852784,28.740699776181984
483,Verdi,30.97177183880095,28.756568635027712
484,Verona,30.969696503632743,28.749334531703667
485,Wadi Hof,29.88275439975036,31.305307099999997
486,Wardian,31.16555599965045,29.873889000000002
487,Zamalek,30.064972099733975,31.219594499999992
488,ابنى بيتك,29.90385559974843,30.940871099999995
489,birket as sab,30.627495984801378,31.07244250380298
490,Kafr Aleem,30.6376646,31.1100328
491,Kafr Horin,30.6528924,31.1173888
492,Hurin,30.6516569,31.1421987
493,kafr shokr,30.552839823187284,31.255430468410704
494,El Roda,30.6656752,31.0854862
495,Quesna,30.56658171116696,31.181429464891316
496,Janzour,30.684902985160523,31.046154843575604
